Participant_ID,Entry_Date,Prompt,Response_Text,Emotion_Label,Sentiment_Score,Word_Count,Theme_Code,Device_Used,Environment,Follow_Up_Flag
P0062,2024-01-19,,Experienced some lag during peak hours.,Negative,-1.0,99.0,Value,Desktop,Office,1.0
P0063,2024-01-09,Morning_Routine,The design is visually appealing but functionality needs work.,Mixed,,36.0,Aesthetics,Tablet,Office,0.0
P0064,2024-01-14,Evening_Reflection,"Overall positive experience, would recommend.",Mixed,-0.1822859626221624,51.0,Usability,Tablet,Transit,0.0
P0065,2024-01-25,Weekly_Summary,Found the interface intuitive and easy to navigate.,Positive,0.4947027767225363,51.0,Emotional_Response,Desktop,Other,0.0
P0066,2024-01-10,Evening_Reflection,Frustrated with the number of steps required.,Mixed,0.023882496291230498,102.0,Usability,Desktop,Home,0.0
P0067,2024-01-21,Morning_Routine,Found the interface intuitive and easy to navigate.,Positive,0.6877669489480104,65.0,Value,Tablet,Home,0.0
P0068,2024-01-28,Morning_Routine,"Overall positive experience, would recommend.",Negative,,473.0,Aesthetics,Tablet,Other,0.0
P0069,2024-01-29,Morning_Routine,Frustrated with the number of steps required.,Positive,1.0,13.0,Emotional_Response,Desktop,Home,0.0
P0070,2024-01-12,Afternoon_Activity,The design is visually appealing but functionality needs work.,Neutral,-0.12041098426987684,56.0,Value,Desktop,Transit,0.0
P0071,2024-01-09,Weekly_Summary,"Overall positive experience, would recommend.",Positive,0.8115655127961374,104.0,Usability,Mobile,Home,0.0
,,Weekly_Summary,"Overall positive experience, would recommend.",Mixed,-0.46852653398459276,23.0,Aesthetics,,Office,0.0
P0073,2024-01-29,Evening_Reflection,Frustrated with the number of steps required.,Positive,0.1836272150322083,13.0,Value,Desktop,Other,1.0
P0074,2024-01-10,Weekly_Summary,Frustrated with the number of steps required.,Mixed,-0.07331421584708177,34.0,Emotional_Response,Desktop,Other,0.0
P0075,2024-01-26,Morning_Routine,The design is visually appealing but functionality needs work.,Neutral,0.14217618115253844,162.0,Performance,Mobile,Office,0.0
P0076,2024-01-18,Morning_Routine,Frustrated with the number of steps required.,Positive,0.4254250323725477,449.0,Value,,Other,0.0
P0077,2024-01-28,Morning_Routine,The design is visually appealing but functionality needs work.,Negative,-0.47720956798719427,63.0,Performance,Desktop,Home,0.0
P0078,2024-01-07,Evening_Reflection,"Overall positive experience, would recommend.",Neutral,0.11750284274345235,46.0,Emotional_Response,Desktop,Transit,
,2024-01-08,Morning_Routine,"Overall positive experience, would recommend.",Neutral,-0.06405966997470544,29.0,Aesthetics,Mobile,Office,0.0
P0080,2024-01-24,Afternoon_Activity,Found the interface intuitive and easy to navigate.,Mixed,-0.36931870211562035,,Emotional_Response,Mobile,Office,0.0
P0081,2024-01-12,Morning_Routine,Frustrated with the number of steps required.,Neutral,0.1505194034307723,,Emotional_Response,Desktop,Home,1.0
P0082,2024-01-30,Evening_Reflection,Frustrated with the number of steps required.,Neutral,-0.4882141917904204,77.0,Aesthetics,Desktop,Transit,0.0
P0083,2024-01-12,Evening_Reflection,Experienced some lag during peak hours.,Neutral,0.19986746985826767,123.0,Usability,Desktop,Home,0.0
,2024-01-24,Evening_Reflection,Frustrated with the number of steps required.,Neutral,0.032873440106261226,60.0,Performance,Tablet,Office,
P0085,2024-01-22,Weekly_Summary,Frustrated with the number of steps required.,Negative,-0.8579411852632581,92.0,Value,Mobile,Transit,0.0
P0086,2024-01-12,Morning_Routine,The design is visually appealing but functionality needs work.,Mixed,0.0845333819591022,189.0,Performance,Tablet,Office,0.0
P0087,2024-01-24,Evening_Reflection,Frustrated with the number of steps required.,Mixed,0.14922545952630745,64.0,Value,Mobile,Transit,0.0
P0088,2024-01-09,Afternoon_Activity,Found the interface intuitive and easy to navigate.,Mixed,-0.4175210038571099,23.0,Emotional_Response,Desktop,Home,0.0
P0089,2024-01-17,Afternoon_Activity,Found the interface intuitive and easy to navigate.,Positive,0.9216779252423608,47.0,Performance,Desktop,,0.0
P0090,2024-01-21,Evening_Reflection,Frustrated with the number of steps required.,Negative,-0.8072102926048235,42.0,Value,Desktop,Home,1.0
P0091,2024-01-05,Afternoon_Activity,Found the interface intuitive and easy to navigate.,Mixed,0.058095273407033236,260.0,Aesthetics,,Home,0.0
P0092,2024-01-26,Evening_Reflection,Frustrated with the number of steps required.,Mixed,-0.14871770859989733,37.0,Value,Tablet,Office,1.0
P0093,2024-01-25,Weekly_Summary,The design is visually appealing but functionality needs work.,Positive,1.0,183.0,,Tablet,Other,0.0
P0094,2024-01-22,Morning_Routine,Experienced some lag during peak hours.,,-0.15957142849313688,197.0,Aesthetics,Mobile,Office,0.0
P0095,2024-01-12,Morning_Routine,,Negative,-0.803198841502107,55.0,Aesthetics,Mobile,Transit,0.0
,2024-01-06,Afternoon_Activity,Experienced some lag during peak hours.,Positive,0.9388821595942594,24.0,Emotional_Response,Mobile,Transit,1.0
P0097,2024-01-15,Evening_Reflection,Experienced some lag during peak hours.,Negative,-0.6721205023028491,563.0,Value,,Home,
P0098,2024-01-06,Evening_Reflection,"Overall positive experience, would recommend.",Neutral,0.3325061728925569,,Performance,Desktop,Office,0.0
P0099,2024-01-29,Afternoon_Activity,Experienced some lag during peak hours.,Negative,-0.6715298248802594,21.0,Value,Tablet,Office,0.0
P0100,2024-01-01,Weekly_Summary,Experienced some lag during peak hours.,Positive,0.6115243887331745,24.0,Value,Mobile,Office,0.0
P0101,2024-01-08,Weekly_Summary,The design is visually appealing but functionality needs work.,Negative,-1.0,23.0,Emotional_Response,Mobile,Office,0.0
P0102,2024-01-21,Afternoon_Activity,Experienced some lag during peak hours.,Mixed,-0.2630741893594401,32.0,Usability,Desktop,Other,0.0
P0103,2024-01-21,Evening_Reflection,Frustrated with the number of steps required.,Neutral,0.07372761542288583,103.0,Performance,Desktop,Transit,0.0
P0104,2024-01-04,Weekly_Summary,Experienced some lag during peak hours.,Negative,-0.6584554455731685,16.0,Usability,Mobile,Transit,0.0
P0105,2024-01-10,Afternoon_Activity,"Overall positive experience, would recommend.",Neutral,-0.196023248047701,36.0,Emotional_Response,Desktop,Transit,1.0
P0106,2024-01-03,Evening_Reflection,Found the interface intuitive and easy to navigate.,Positive,0.5965931002070242,83.0,Emotional_Response,Desktop,Other,0.0
P0107,2024-01-10,Evening_Reflection,Frustrated with the number of steps required.,Positive,0.23084805086444912,21.0,Emotional_Response,Tablet,Office,1.0
P0108,2024-01-15,Morning_Routine,"Overall positive experience, would recommend.",Mixed,-0.6136942845927422,169.0,Performance,,Other,1.0
P0109,2024-01-06,Evening_Reflection,Frustrated with the number of steps required.,Positive,0.8599824521381592,132.0,Usability,Desktop,Transit,0.0
P0110,2024-01-24,Morning_Routine,"Overall positive experience, would recommend.",Neutral,0.14856203378712837,91.0,Emotional_Response,Desktop,Home,0.0
P0111,2024-01-14,Afternoon_Activity,Frustrated with the number of steps required.,Mixed,-0.06498792045461531,52.0,Performance,Tablet,,0.0
P0112,2024-01-07,Weekly_Summary,The design is visually appealing but functionality needs work.,Negative,-0.6303010519349447,27.0,Usability,Desktop,Office,0.0
P0113,2024-01-10,Weekly_Summary,"Overall positive experience, would recommend.",Neutral,0.0023702765858337016,34.0,Aesthetics,Desktop,Home,0.0
P0114,2024-01-13,Afternoon_Activity,Frustrated with the number of steps required.,Negative,-0.8831221040648846,214.0,Emotional_Response,Tablet,Home,0.0
P0115,2024-01-26,Afternoon_Activity,Frustrated with the number of steps required.,Mixed,0.24230651353022228,70.0,Usability,Tablet,Transit,1.0
,2024-01-01,Evening_Reflection,Frustrated with the number of steps required.,Positive,0.8239954645745243,107.0,Performance,Tablet,Office,0.0
,2024-01-01,Afternoon_Activity,The design is visually appealing but functionality needs work.,Positive,0.38826472429018916,148.0,Performance,Mobile,Home,0.0
P0118,2024-01-27,Afternoon_Activity,Experienced some lag during peak hours.,Neutral,-0.034294587003150134,17.0,Performance,Mobile,Office,0.0
P0119,2024-01-28,Weekly_Summary,Frustrated with the number of steps required.,Neutral,-0.17772927126825772,25.0,Emotional_Response,Desktop,Office,0.0
P0120,2024-01-03,Afternoon_Activity,Found the interface intuitive and easy to navigate.,Negative,-0.9837602257167973,34.0,Performance,Tablet,Office,0.0
P0121,2024-01-12,Afternoon_Activity,Found the interface intuitive and easy to navigate.,Neutral,0.31635398382147173,171.0,Emotional_Response,Mobile,Home,0.0
P0122,2024-01-29,Evening_Reflection,The design is visually appealing but functionality needs work.,Neutral,0.062202514204956275,92.0,Emotional_Response,Desktop,Home,0.0
P0123,2024-01-02,Afternoon_Activity,"Overall positive experience, would recommend.",Mixed,-0.3638751678771591,59.0,Performance,Mobile,Office,0.0
P0124,2024-01-16,Weekly_Summary,"Overall positive experience, would recommend.",,0.5534563503245502,30.0,Value,Desktop,Other,1.0
P0125,2024-01-09,Afternoon_Activity,Experienced some lag during peak hours.,Negative,-1.0,16.0,Emotional_Response,Tablet,Transit,0.0
P0126,2024-01-18,Weekly_Summary,The design is visually appealing but functionality needs work.,Negative,-0.4049116820058931,72.0,Usability,Mobile,Office,0.0
P0127,2024-01-08,Weekly_Summary,Found the interface intuitive and easy to navigate.,Mixed,0.3391959057182413,91.0,Performance,Desktop,Other,1.0
P0128,2024-01-14,Afternoon_Activity,Found the interface intuitive and easy to navigate.,Neutral,-0.1716558818117882,23.0,Emotional_Response,Mobile,Transit,0.0
P0129,2024-01-04,Weekly_Summary,Experienced some lag during peak hours.,Negative,-0.8521416550392366,54.0,Emotional_Response,Desktop,Transit,0.0
P0130,2024-01-11,Afternoon_Activity,"Overall positive experience, would recommend.",Mixed,0.3419050283760478,78.0,Performance,Tablet,Home,0.0
P0131,2024-01-09,Weekly_Summary,Found the interface intuitive and easy to navigate.,Mixed,-0.1475598136265428,32.0,Usability,Desktop,Home,0.0
P0132,2024-01-19,Weekly_Summary,Frustrated with the number of steps required.,Neutral,0.0010843904355053652,111.0,Performance,Mobile,Office,0.0
P0133,2024-01-12,Morning_Routine,Frustrated with the number of steps required.,,-0.9914330112709058,49.0,Value,Mobile,Other,1.0
P0134,2024-01-17,Morning_Routine,Frustrated with the number of steps required.,Neutral,-0.48185013478290745,323.0,Value,Mobile,Other,0.0
P0135,2024-01-10,Evening_Reflection,The design is visually appealing but functionality needs work.,Positive,0.6498090047162357,11.0,Value,Mobile,Other,0.0
P0136,2024-01-25,Evening_Reflection,The design is visually appealing but functionality needs work.,,1.0,44.0,Emotional_Response,Desktop,Other,0.0
P0137,2024-01-18,Morning_Routine,"Overall positive experience, would recommend.",Negative,-0.7041248250776765,73.0,Usability,Tablet,Office,0.0
P0138,2024-01-14,Weekly_Summary,Found the interface intuitive and easy to navigate.,Negative,-0.8655601223079903,63.0,,Tablet,Other,0.0
P0139,2024-01-19,Evening_Reflection,Experienced some lag during peak hours.,Mixed,0.03650289457417935,141.0,Performance,Mobile,Transit,0.0
P0140,2024-01-25,Weekly_Summary,Experienced some lag during peak hours.,Mixed,-0.5144732467958547,66.0,Aesthetics,Desktop,Home,0.0
P0141,2024-01-06,Afternoon_Activity,The design is visually appealing but functionality needs work.,Positive,0.853077155671609,9.0,Performance,Tablet,Home,0.0
P0142,2024-01-15,Weekly_Summary,"Overall positive experience, would recommend.",Mixed,0.12918325548199613,33.0,Usability,Tablet,Office,0.0
P0143,2024-01-05,Evening_Reflection,The design is visually appealing but functionality needs work.,Positive,0.5742418529858027,78.0,Usability,Mobile,Home,0.0
P0144,2024-01-23,Afternoon_Activity,Experienced some lag during peak hours.,Positive,0.7852226140729682,39.0,Performance,Desktop,Other,0.0
P0145,2024-01-11,Evening_Reflection,Experienced some lag during peak hours.,Negative,-0.7222308083963426,22.0,Usability,Desktop,Home,0.0
P0146,2024-01-15,Evening_Reflection,Experienced some lag during peak hours.,Mixed,0.7372432226034996,32.0,Performance,Tablet,Other,0.0
P0147,2024-01-29,Evening_Reflection,The design is visually appealing but functionality needs work.,Neutral,0.05136533210896439,71.0,Usability,Desktop,Home,0.0
P0148,2024-01-06,Afternoon_Activity,Frustrated with the number of steps required.,Positive,0.6041575310918759,24.0,Performance,Desktop,Transit,0.0
P0149,2024-01-17,Afternoon_Activity,The design is visually appealing but functionality needs work.,Positive,0.7066102909317761,39.0,Value,Mobile,Home,0.0
P0150,2024-01-10,,"Overall positive experience, would recommend.",Positive,0.9100497970481664,306.0,Value,Desktop,Office,0.0
P0151,2024-01-01,Afternoon_Activity,Found the interface intuitive and easy to navigate.,Mixed,0.008447606218381868,10.0,Value,Tablet,Home,0.0
P0152,2024-01-16,Afternoon_Activity,The design is visually appealing but functionality needs work.,Mixed,0.16708054808385703,68.0,Emotional_Response,Desktop,Home,0.0
,2024-01-16,Weekly_Summary,Experienced some lag during peak hours.,Neutral,-0.15312320886315017,,Performance,Mobile,Office,0.0
P0154,2024-01-14,Evening_Reflection,"Overall positive experience, would recommend.",Positive,0.7316467167643353,21.0,Performance,Mobile,Transit,0.0
P0155,2024-01-02,Afternoon_Activity,The design is visually appealing but functionality needs work.,Mixed,0.5842832861519694,145.0,Usability,Desktop,Other,0.0
P0156,2024-01-13,Afternoon_Activity,Experienced some lag during peak hours.,Positive,1.0,90.0,Emotional_Response,Tablet,Transit,0.0
P0157,,Weekly_Summary,Found the interface intuitive and easy to navigate.,Positive,0.7044061642179861,26.0,Value,Mobile,Transit,1.0
P0158,2024-01-18,Afternoon_Activity,Experienced some lag during peak hours.,Neutral,-0.3320678331646725,74.0,Aesthetics,Desktop,Other,1.0
P0159,2024-01-22,Weekly_Summary,The design is visually appealing but functionality needs work.,Mixed,0.5407347928937357,45.0,Usability,Tablet,Transit,0.0
P0160,2024-01-13,Weekly_Summary,Found the interface intuitive and easy to navigate.,Positive,0.7899007456708659,18.0,Aesthetics,Tablet,Transit,0.0
P0161,2024-01-23,Weekly_Summary,Experienced some lag during peak hours.,Positive,0.4915188268735609,55.0,Performance,Desktop,Transit,0.0
P0162,2024-01-30,Morning_Routine,Experienced some lag during peak hours.,Mixed,-0.5179730873472042,19.0,Usability,Mobile,Office,0.0
P0163,2024-01-22,Morning_Routine,The design is visually appealing but functionality needs work.,Positive,0.8038282926014143,55.0,Performance,Tablet,Office,0.0
P0164,2024-01-26,Evening_Reflection,The design is visually appealing but functionality needs work.,Positive,0.4981227108575674,28.0,Usability,Mobile,Office,0.0
P0165,2024-01-08,Afternoon_Activity,Frustrated with the number of steps required.,Negative,-0.7078530834413599,80.0,Value,Mobile,Office,0.0
P0166,2024-01-25,Morning_Routine,Frustrated with the number of steps required.,Negative,,36.0,Value,Desktop,Transit,1.0
P0167,2024-01-06,Afternoon_Activity,Found the interface intuitive and easy to navigate.,Positive,0.6611958948936005,31.0,Aesthetics,Mobile,Office,1.0
P0168,2024-01-26,Morning_Routine,Frustrated with the number of steps required.,Mixed,-0.07451311923081712,43.0,Performance,Desktop,Transit,0.0
P0169,2024-01-05,Evening_Reflection,"Overall positive experience, would recommend.",Neutral,-0.09157573753073861,20.0,Emotional_Response,Tablet,Transit,1.0
P0170,2024-01-12,Morning_Routine,Found the interface intuitive and easy to navigate.,Neutral,0.08447550533962656,69.0,Usability,Desktop,Office,0.0
P0171,2024-01-29,Afternoon_Activity,,Negative,-1.0,129.0,Performance,Tablet,Home,1.0
P0172,2024-01-15,Morning_Routine,Frustrated with the number of steps required.,Negative,-0.8174230794783821,142.0,Performance,Tablet,Other,0.0
P0173,2024-01-27,Weekly_Summary,Frustrated with the number of steps required.,Mixed,0.6178520914790263,27.0,Performance,Mobile,Transit,0.0
P0174,2024-01-24,Evening_Reflection,Frustrated with the number of steps required.,Positive,0.5962625347735204,132.0,Emotional_Response,Desktop,,0.0
P0175,2024-01-06,Morning_Routine,"Overall positive experience, would recommend.",Positive,0.8037591709509959,83.0,Usability,Mobile,Other,1.0
P0176,2024-01-22,Evening_Reflection,"Overall positive experience, would recommend.",Neutral,0.10858140806762706,73.0,Emotional_Response,Desktop,Transit,0.0
P0177,2024-01-05,Weekly_Summary,Found the interface intuitive and easy to navigate.,Positive,0.3934570663669922,92.0,Aesthetics,Tablet,Office,0.0
P0178,2024-01-19,Evening_Reflection,Frustrated with the number of steps required.,Positive,0.8584312761828217,40.0,Usability,Desktop,Home,1.0
P0179,2024-01-27,Weekly_Summary,"Overall positive experience, would recommend.",Negative,-0.8168110818423122,39.0,Usability,Desktop,Other,0.0
P0180,2024-01-13,,Experienced some lag during peak hours.,Mixed,0.3548540140973133,24.0,Value,Tablet,Other,1.0
P0181,2024-01-13,Evening_Reflection,The design is visually appealing but functionality needs work.,Mixed,-0.45896332388507355,68.0,Usability,Tablet,Office,0.0
P0182,2024-01-07,Evening_Reflection,"Overall positive experience, would recommend.",Positive,0.6529215624481416,106.0,Emotional_Response,Desktop,Other,0.0
P0183,2024-01-20,Weekly_Summary,"Overall positive experience, would recommend.",Mixed,-0.146083511715842,45.0,Performance,Mobile,Office,0.0
P0184,2024-01-13,Evening_Reflection,Frustrated with the number of steps required.,Positive,,95.0,Emotional_Response,Desktop,Office,0.0
P0185,2024-01-04,Weekly_Summary,Experienced some lag during peak hours.,Mixed,-0.13634660635311624,42.0,Usability,Mobile,Transit,0.0
P0186,2024-01-03,Evening_Reflection,Experienced some lag during peak hours.,Negative,-0.9287832672170518,29.0,Emotional_Response,Tablet,Home,1.0
P0187,2024-01-08,Weekly_Summary,Experienced some lag during peak hours.,Mixed,-0.7688742711321667,27.0,Performance,Mobile,Other,0.0
P0188,2024-01-05,Weekly_Summary,"Overall positive experience, would recommend.",Negative,-0.8341300062842842,13.0,,Desktop,Home,0.0
P0189,2024-01-13,Weekly_Summary,"Overall positive experience, would recommend.",Neutral,-0.48323849188048684,97.0,Value,Mobile,Home,0.0
P0190,2024-01-11,Evening_Reflection,Frustrated with the number of steps required.,Positive,0.5639801662022635,52.0,Performance,Mobile,Transit,0.0
P0191,2024-01-11,Morning_Routine,Frustrated with the number of steps required.,Neutral,0.3630769854901195,59.0,Performance,Desktop,Transit,0.0
P0192,2024-01-14,Evening_Reflection,Frustrated with the number of steps required.,Neutral,-0.06925676658150924,18.0,Value,Mobile,Transit,0.0
P0193,2024-01-30,Afternoon_Activity,The design is visually appealing but functionality needs work.,Positive,0.8787356145701015,148.0,Usability,Mobile,,0.0
P0194,2024-01-09,Weekly_Summary,,Positive,1.0,30.0,Usability,Desktop,Transit,0.0
P0195,2024-01-13,Morning_Routine,Experienced some lag during peak hours.,Negative,-0.2288242034812057,21.0,Usability,Mobile,Office,0.0
P0196,2024-01-25,Morning_Routine,The design is visually appealing but functionality needs work.,Negative,-0.6293175066851621,82.0,Usability,Desktop,Transit,0.0
P0197,2024-01-21,Morning_Routine,Frustrated with the number of steps required.,Positive,0.5788479774396248,108.0,Emotional_Response,Mobile,Transit,0.0
P0198,2024-01-07,Weekly_Summary,Frustrated with the number of steps required.,Positive,0.1562310820689401,30.0,Performance,Mobile,Other,0.0
P0199,2024-01-28,Weekly_Summary,Frustrated with the number of steps required.,Neutral,-0.04258586682318704,88.0,Emotional_Response,Mobile,Home,0.0
,2024-01-08,Evening_Reflection,Found the interface intuitive and easy to navigate.,Neutral,-0.15611125411038201,31.0,Value,Tablet,Office,1.0
P0201,2024-01-09,Afternoon_Activity,The design is visually appealing but functionality needs work.,Negative,-0.7728494731882323,77.0,Emotional_Response,Desktop,Other,1.0
